"","Point.Forecast","Lo.99.5","Hi.99.5"
" 5356801",26.6928649418122,23.4497868768157,29.9359430068086
" 5443201",26.6498148890014,20.7959830704762,32.5036467075266
" 5529601",26.6067648361906,18.3816507015661,34.8318789708151
" 5616001",26.5637147833798,15.9660890240574,37.1613405427022
" 5702401",26.520664730569,13.4870349876438,39.5542944734943
" 5788801",26.4776146777582,10.9216945877873,42.0335347677292
" 5875201",26.4345646249475,8.26096404225419,44.6081652076407
" 5961601",26.3915145721367,5.50152943926227,47.2814997050111
" 6048001",26.3484645193259,2.64280144743899,50.0541275912128
" 6134401",26.3054144665151,-0.314453232489736,52.9252821655199
" 6220801",26.2623644137043,-3.36878157241539,55.893510399824
" 6307201",26.2193143608935,-6.51839294715413,58.9570216689412
" 6393601",26.1762643080828,-9.76134841198294,62.1138770281484
" 6480001",26.133214255272,-13.0956660096012,65.3620945201451
" 6566401",26.0901642024612,-16.5193798685248,68.6997082734472
" 6652801",26.0471141496504,-20.0305730212243,72.1248013205251
" 6739201",26.0040640968396,-23.6273949162678,75.6355231099471
" 6825601",25.9610140440288,-27.3080698779848,79.2300979660425
" 6912001",25.917963991218,-31.0709001760404,82.9068281584765
" 6998401",25.8749139384073,-34.9142658966242,86.6640937734387
" 7084801",25.8318638855965,-38.8366229484878,90.5003507196807
" 7171201",25.7888138327857,-42.8365000240716,94.414127689643
" 7257601",25.7457637799749,-46.9124950233907,98.4040225833405
" 7344001",25.7027137271641,-51.0632712548518,102.46869870918
" 7430401",25.6596636743533,-55.2875536058832,106.60688095459
" 7516801",25.6166136215426,-59.5841247995296,110.817352042615
" 7603201",25.5735635687318,-63.9518218043592,115.098948941823
" 7689601",25.530513515921,-68.3895324339305,119.450559465772
" 7776001",25.4874634631102,-72.896192152323,123.871119078543
" 7862401",25.4444134102994,-77.4707810898191,128.359607910418
" 7948801",25.4013633574886,-82.1123212651693,132.915047980147
" 8035201",25.3583133046778,-86.8198740063161,137.536500615672
" 8121601",25.3152632518671,-91.5925375589104,142.223064062644
" 8208001",25.2722131990563,-96.4294448707137,146.973871268826
" 8294401",25.2291631462455,-101.329761539577,151.788087832068
" 8380801",25.1861130934347,-106.292683912809,156.664910099678
" 8467201",25.1430630406239,-111.317437326177,161.603563407425
" 8553601",25.1000129878131,-116.403274471429,166.603300447056
" 8640001",25.0569629350024,-121.549473881905,171.66339975191
" 8726401",25.0139128821916,-126.755338526593,176.783164290976
" 8812801",24.9708628293808,-132.020194503728,181.961920162489
" 8899201",24.92781277657,-137.343389825734,187.199015378874
" 8985601",24.8847627237592,-142.72429328805,192.493818735569
" 9072001",24.8417126709484,-148.162293414974,197.845718756871
" 9158401",24.7986626181377,-153.656797476298,203.254122712573
" 9244801",24.7556125653269,-159.207230569045,208.718455699699
" 9331201",24.7125625125161,-164.813034759112,214.238159784144
" 9417601",24.6695124597053,-170.473668278103,219.812693197514
" 9504001",24.6264624068945,-176.188604771047,225.441529584836
" 9590401",24.5834123540837,-181.95733259107,231.124157299237
" 9676801",24.5403623012729,-187.779354137445,236.860078739991
" 9763201",24.4973122484622,-193.65418523375,242.648809730674
" 9849601",24.4542621956514,-199.581354543152,248.489878934454
" 9936001",24.4112121428406,-205.560403018087,254.382827303768
"10022401",24.3681620900298,-211.590883381839,260.327207561899
"10108801",24.325112037219,-217.67235963974,266.322583714178
"10195201",24.2820619844082,-223.804406617884,272.3685305867
"10281601",24.2390119315975,-229.986609527445,278.46463339064
"10368001",24.1959618787867,-236.218563552835,284.610487310408
"10454401",24.1529118259759,-242.499873462069,290.805697114021
"10540801",24.1098617731651,-248.830153237857,297.049876784188
"10627201",24.0668117203543,-255.209025728049,303.342649168758
"10713601",24.0237616675435,-261.636122314153,309.68364564924
"10800001",23.9807116147328,-268.11108259678,316.072505826245
"10886401",23.937661561922,-274.633554096913,322.508877220757
"10972801",23.8946115091112,-281.203191972023,328.992414990245
"11059201",23.8515614563004,-287.819658746095,335.522781658696
"11145601",23.8085114034896,-294.482624052718,342.099646859697
"11232001",23.7654613506788,-301.191764390437,348.722687091795
"11318401",23.722411297868,-307.946762889646,355.391585485382
"11404801",23.6793612450573,-314.747309090323,362.106031580437
"11491201",23.6363111922465,-321.593098729982,368.865721114475
"11577601",23.5932611394357,-328.483833541256,375.670355820128
"11664001",23.5502110866249,-335.419221058548,382.519643231798
"11750401",23.5071610338141,-342.398974433245,389.413296500873
"11836801",23.4641109810033,-349.422812257022,396.351034219028
"11923201",23.4210609281926,-356.490458392784,403.332580249169
"12009601",23.3780108753818,-363.601641812829,410.357663563593
"12096001",23.334960822571,-370.756096443846,417.426018088988
"12182401",23.2919107697602,-377.953561018383,424.537382557903
"12268801",23.2488607169494,-385.193778932445,431.691500366344
"12355201",23.2058106641386,-392.4764981089,438.888119437178
"12441601",23.1627606113279,-399.801470866396,446.126992089051
"12528001",23.1197105585171,-407.168453793504,453.407874910538
"12614401",23.0766605057063,-414.577207627834,460.730528639246
"12700801",23.0336104528955,-422.027497139861,468.094718045652
"12787201",22.9905604000847,-429.519091021242,475.500211821411
"12873601",22.9475103472739,-437.051761777392,482.94678247194
"12960001",22.9044602944631,-444.625285624127,490.434206213053
"13046401",22.8614102416524,-452.239442388169,497.962262871474
"13132801",22.8183601888416,-459.894015411331,505.530735789014
"13219201",22.7753101360308,-467.588791458216,513.139411730277
"13305601",22.73226008322,-475.32356062726,520.7880807937
"13392001",22.6892100304092,-483.098116264971,528.476536325789
"13478401",22.6461599775984,-490.912254883209,536.204574838406
"13564801",22.6031099247877,-498.765776079386,543.971995928961
"13651201",22.5600598719769,-506.658482459437,551.77860220339
"13737601",22.5170098191661,-514.590179563457,559.624199201789
"13824001",22.4739597663553,-522.560675793873,567.508595326584
"13910401",22.4309097135445,-530.569782346052,575.431601773141
"13996801",22.3878596607337,-538.617313141229,583.393032462696
"14083201",22.344809607923,-546.70308476167,591.392703977516
"14169601",22.3017595551122,-554.826916387966,599.43043549819
"14256001",22.2587095023014,-562.988629738368,607.506048742971
"14342401",22.2156594494906,-571.188049010089,615.61936790907
"14428801",22.1726093966798,-579.425000822477,623.770219615836
"14515201",22.129559343869,-587.699314161997,631.958432849735
"14601601",22.0865092910582,-596.010820328945,640.183838911061
"14688001",22.0434592382475,-604.359352885811,648.446271362306
"14774401",22.0004091854367,-612.744747607256,656.745565978129
"14860801",21.9573591326259,-621.166842431603,665.081560696854
"14947201",21.9143090798151,-629.625477413814,673.454095573445
"15033601",21.8712590270043,-638.12049467988,681.863012733889
"15120001",21.8282089741935,-646.651738382565,690.308156330952
"15206401",21.7851589213828,-655.219054658472,698.789372501237
"15292801",21.742108868572,-663.822291586361,707.306509323505
"15379201",21.6990588157612,-672.461299146686,715.859416778208
"15465601",21.6560087629504,-681.135929182297,724.447946708197
"15552001",21.6129587101396,-689.846035360268,733.071952780547
"15638401",21.5699086573288,-698.591473134814,741.731290449472
"15724801",21.5268586045181,-707.372099711249,750.425816920285
"15811201",21.4838085517073,-716.187774010948,759.155391114363
"15897601",21.4407584988965,-725.038356637297,767.91987363509
"15984001",21.3977084460857,-733.923709842558,776.719126734729
"16070401",21.3546583932749,-742.843697495659,785.553014282209
"16156801",21.3116083404641,-751.798185050847,794.421401731775
"16243201",21.2685582876533,-760.787039517183,803.32415609249
"16329601",21.2255082348426,-769.810129428858,812.261145898543
"16416001",21.1824581820318,-778.867324816292,821.232241180355
"16502401",21.139408129221,-787.958497177989,830.237313436431
"16588801",21.0963580764102,-797.083519453136,839.276235605957
"16675201",21.0533080235994,-806.242265994906,848.348882042104
"16761601",21.0102579707886,-815.434612544442,857.455128486019
"16848001",20.9672079179779,-824.660436205521,866.594852041477
"16934401",20.9241578651671,-833.919615419844,875.767931150178
"17020801",20.8811078123563,-843.212029942958,884.97424556767
"17107201",20.8380577595455,-852.537560820778,894.213676339869
"17193601",20.7950077067347,-861.896090366688,903.486105780157
"17280001",20.7519576539239,-871.287502139209,912.791417447056
"17366401",20.7089076011132,-880.711680920214,922.129496122441
"17452801",20.6658575483024,-890.168512693674,931.500227790278
"17539201",20.6228074954916,-899.657884624908,940.903499615891
"17625601",20.5797574426808,-909.179685040342,950.339199925704
"17712001",20.53670738987,-918.733803407746,959.807218187486
"17798401",20.4936573370592,-928.320130316934,969.307444991052
"17884801",20.4506072842484,-937.938557460919,978.839772029416
"17971201",20.4075572314377,-947.588977617515,988.40409208039
"18057601",20.3645071786269,-957.271284631356,998.00029898861
"18144001",20.3214571258161,-966.985373396332,1007.62828764796
"18230401",20.2784070730053,-976.731139838432,1017.28795398444
"18316801",20.2353570201945,-986.508480898969,1026.97919493936
"18403201",20.1923069673837,-996.317294518188,1036.70190845296
"18489601",20.149256914573,-1006.15747961924,1046.45599344839
"18576001",20.1062068617622,-1016.02893609253,1056.24134981605
"18662401",20.0631568089514,-1025.93156478036,1066.05787839826
"18748801",20.0201067561406,-1035.86526746199,1075.90548097427
"18835201",19.9770567033298,-1045.82994683895,1085.78406024561
"18921601",19.934006650519,-1055.82550652074,1095.69351982178
"19008001",19.8909565977083,-1065.85185101076,1105.63376420617
"19094401",19.8479065448975,-1075.9088856926,1115.60469878239
"19180801",19.8048564920867,-1085.99651681663,1125.6062298008
"19267201",19.7618064392759,-1096.11465148683,1135.63826436539
"19353601",19.7187563864651,-1106.26319764794,1145.70071042087
"19440001",19.6757063336543,-1116.44206407282,1155.79347674013
"19526401",19.6326562808435,-1126.65116035016,1165.91647291185
"19612801",19.5896062280328,-1136.89039687238,1176.06960932844
"19699201",19.546556175222,-1147.15968482378,1186.25279717422
"19785601",19.5035061224112,-1157.45893616899,1196.46594841381
"19872001",19.4604560696004,-1167.78806364156,1206.70897578076
"19958401",19.4174060167896,-1178.1469807329,1216.98179276648
"20044801",19.3743559639788,-1188.53560168132,1227.28431360927
"20131201",19.3313059111681,-1198.95384146138,1237.61645328372
"20217601",19.2882558583573,-1209.40161577343,1247.97812749014
"20304001",19.2452058055465,-1219.8788410333,1258.3692526444
"20390401",19.2021557527357,-1230.38543436231,1268.78974586778
"20476801",19.1591056999249,-1240.92131357732,1279.23952497717
"20563201",19.1160556471141,-1251.48639718114,1289.71850847537
"20649601",19.0730055943034,-1262.08060435299,1300.2266155416
"20736001",19.0299555414926,-1272.70385493924,1310.76376602222
"20822401",18.9869054886818,-1283.35606944422,1321.32988042158
"20908801",18.943855435871,-1294.03716902135,1331.9248798931
"20995201",18.9008053830602,-1304.74707546431,1342.54868623043
"21081601",18.8577553302494,-1315.48571119843,1353.20122185893
"21168001",18.8147052774386,-1326.25299927224,1363.88240982712
"21254401",18.7716552246279,-1337.04886334917,1374.59217379842
"21340801",18.7286051718171,-1347.87322769942,1385.33043804305
"21427201",18.6855551190063,-1358.72601719194,1396.09712742996
"21513601",18.6425050661955,-1369.60715728663,1406.89216741902
"21600001",18.5994550133847,-1380.51657402658,1417.71548405335
"21686401",18.5564049605739,-1391.45419403054,1428.56700395168
"21772801",18.5133549077632,-1402.41994448548,1439.44665430101
"21859201",18.4703048549524,-1413.41375313933,1450.35436284923
"21945601",18.4272548021416,-1424.43554829375,1461.29005789803
"22032001",18.3842047493308,-1435.48525879717,1472.25366829583
"22118401",18.34115469652,-1446.56281403781,1483.24512343085
"22204801",18.2981046437092,-1457.66814393695,1494.26435322437
"22291201",18.2550545908985,-1468.80117894222,1505.31128812402
"22377601",18.2120045380877,-1479.96185002106,1516.38585909724
"22464001",18.1689544852769,-1491.15008865426,1527.48799762482
"22550401",18.1259044324661,-1502.36582682968,1538.61763569461
"22636801",18.0828543796553,-1513.60899703596,1549.77470579527
"22723201",18.0398043268445,-1524.87953225645,1560.95914091014
"22809601",17.9967542740337,-1536.17736596322,1572.17087451129
"22896001",17.953704221223,-1547.50243211108,1583.40984055353
"22982401",17.9106541684122,-1558.85466513183,1594.67597346866
"23068801",17.8676041156014,-1570.23399992853,1605.96920815973
"23155201",17.8245540627906,-1581.64037186988,1617.28947999546
"23241601",17.7815040099798,-1593.0737167847,1628.63672480466
"23328001",17.738453957169,-1604.53397095649,1640.01087887083
"23414401",17.6954039043583,-1616.02107111809,1651.41187892681
"23500801",17.6523538515475,-1627.53495444646,1662.83966214955
"23587201",17.6093037987367,-1639.07555855743,1674.2941661549
"23673601",17.5662537459259,-1650.64282150069,1685.77532899254
"23760001",17.5232036931151,-1662.23668175475,1697.28308914098
"23846401",17.4801536403043,-1673.85707822204,1708.81738550265
"23932801",17.4371035874936,-1685.50395022403,1720.37815739902
"24019201",17.3940535346828,-1697.17723749648,1731.96534456585
"24105601",17.351003481872,-1708.87688018477,1743.57888714851
"24192001",17.3079534290612,-1720.60281883923,1755.21872569736
"24278401",17.2649033762504,-1732.35499441067,1766.88480116317
"24364801",17.2218533234396,-1744.13334824582,1778.5770548927
"24451201",17.1788032706288,-1755.93782208299,1790.29542862425
"24537601",17.1357532178181,-1767.76835804771,1802.03986448334
"24624001",17.0927031650073,-1779.62489864844,1813.81030497846
"24710401",17.0496531121965,-1791.50738677242,1825.60669299681
"24796801",17.0066030593857,-1803.41576568146,1837.42897180023
"24883201",16.9635530065749,-1815.34997900794,1849.27708502109
"24969601",16.9205029537641,-1827.30997075073,1861.15097665826
"25056001",16.8774529009534,-1839.29568527127,1873.05059107317
"25142401",16.8344028481426,-1851.30706728966,1884.97587298594
"25228801",16.7913527953318,-1863.34406188084,1896.9267674715
"25315201",16.748302742521,-1875.4066144708,1908.90321995585
"25401601",16.7052526897102,-1887.49467083287,1920.90517621229
