"","Point.Forecast","Lo.99.5","Hi.99.5"
"147398401",18.7999740403822,15.3522196081633,22.2477284726011
"147484801",18.8418016816535,13.9250920053826,23.7585113579243
"147571201",18.8234733962401,12.8288592749451,24.8180875175351
"147657601",18.8239595621916,11.9537085886588,25.6942105357244
"147744001",18.8350442461982,11.1134926336406,26.5565958587559
"147830401",18.8181687526249,10.4132342219493,27.2231032833004
"147916801",18.8362377317246,9.72501201025395,27.9474634531953
"148003201",18.8201185512143,9.11113907040707,28.5290980320215
"148089601",18.8325550188317,8.52191161376419,29.1431984238992
"148176001",18.8243641903895,7.96705675700176,29.6816716237772
"148262401",18.8285854081986,7.44250894887517,30.2146618675221
"148348801",18.8275584739627,6.93537313934961,30.7197438085757
"148435201",18.8263716494813,6.45489530553073,31.1978479934319
"148521601",18.8288069840684,5.98756588848291,31.6700480796539
"148608001",18.8259332805901,5.53989256606428,32.111973995116
"148694401",18.8286571202446,5.10515720675574,32.5521570337336
"148780801",18.8264397996786,4.68419119886949,32.9686884004878
"148867201",18.8279969065964,4.27581766084756,33.3801761523452
"148953601",18.827099738546,3.87776115998144,33.7764383171105
"149040001",18.827436458522,3.49096068262218,34.1639122344219
"149126401",18.8275117078497,3.11287052491585,34.5421528907836
"149212801",18.8271822039685,2.74424580643522,34.9101186015019
"149299201",18.8276260279792,2.38355416796989,35.2716978879884
"149385601",18.8271752974416,2.03071524474702,35.6236353501361
"149472001",18.8275626502526,1.68518773405211,35.9699375664531
"149558401",18.8272744467199,1.3463455046865,36.3082033887534
"149644801",18.8274553614973,1.01412455551861,36.6407861674759
"149731201",18.8273708368475,0.687819553301651,36.9669221203933
"149817601",18.8273805029134,0.367413672054237,37.2873473337725
"149904001",18.8274205495717,0.0523886306970383,37.6024524684463
"149990401",18.8273544818622,-0.257395498075674,37.9121044618001
"150076801",18.8274273817412,-0.562236360971429,38.2170911244538
"150163201",18.8273610481009,-0.86237724293234,38.5170993391342
"150249601",18.827413166277,-1.1579792151416,38.8128055476955
"150336001",18.827378055416,-1.44930722010833,39.1040633309403
"150422401",18.8273969185933,-1.73647717396522,39.3912710111519
"150508801",18.8273913682977,-2.01971536167104,39.6744980982664
"150595201",18.8273875010959,-2.29914177704889,39.9539167792407
"150681601",18.8273968573783,-2.57492695865426,40.2297206734109
"150768001",18.8273853705426,-2.84720318618577,40.501973927271
"150854401",18.8273965022093,-3.11609717966512,40.7708901840837
