"","Point.Forecast","Lo.99.5","Hi.99.5"
"156729601",31.7980745720327,27.7469324759787,35.8492166680867
"156816001",31.7499152992546,26.2051243381472,37.294706260362
"156902401",31.7409985291755,25.0730345997342,38.4089624586169
"156988801",31.7742431104954,24.3292126218192,39.2192735991717
"157075201",31.7532522226108,23.5005096028148,40.0059948424068
"157161601",31.7536477283387,22.7325902317536,40.7747052249238
"157248001",31.764940030535,22.1139653781853,41.4159146828848
"157334401",31.7540195474052,21.4627330213461,42.0453060734644
"157420801",31.7578869229121,20.8678808074806,42.6478930383436
"157507201",31.7605770985458,20.3250165958484,43.1961376012433
"157593601",31.7557406780721,19.7774020143916,43.7340793417525
"157680001",31.7587808107835,19.2697257351057,44.2478358864613
"157766401",31.7587136960568,18.7831779485254,44.7342494435882
"157852801",31.7569971052563,18.3041231299676,45.209871080545
"157939201",31.7586736918427,17.8503523147978,45.6669950688877
"158025601",31.7580798091351,17.4082968289085,46.1078627893617
"158112001",31.7576644623378,16.9769888573011,46.5383400673745
"158198401",31.7584083925461,16.5617304096747,46.9550863754174
"158284801",31.7579420493054,16.1553107179067,47.3605733807042
"158371201",31.757951212834,15.7591412951575,47.7567611305104
"158457601",31.7582155592698,15.3738700929689,48.1425610255706
"158544001",31.7579580570143,14.9962404742365,48.5196756397921
"158630401",31.7580488659877,14.62732832693,48.8887694050455
"158716801",31.758113042767,14.2665120481399,49.2497140373942
"158803201",31.7579986533469,13.9124633237572,49.6035339829365
"158889601",31.7580701776552,13.565621456035,49.9505188992754
"158976001",31.7580689426116,13.2252693051259,50.2908685800972
"159062401",31.7580282365525,12.8908739621224,50.6251825109826
"159148801",31.758067785608,12.5624759542207,50.9536596169952
"159235201",31.7580539004833,12.2395427234474,51.2765650775192
"159321601",31.7580439846401,11.9218234994176,51.5942644698625
"159408001",31.7580615734816,11.6091884943264,51.9069346526367
"159494401",31.7580506037157,11.3012842536097,52.2148169538218
"159580801",31.758050766899,10.997947372769,52.5181541610291
"159667201",31.7580570350592,10.6990050725326,52.8171089975859
"159753601",31.75805096087,10.4042222551146,53.1118796666253
"159840001",31.7580530839053,10.1134628409,53.4026433269106
"159926401",31.7580546159301,9.82656376310727,53.689545468753
"160012801",31.7580519114381,9.54335879152325,53.9727450313529
"160099201",31.7580535938668,9.26372600865375,54.2523811790799
"160185601",31.758053572879,8.9875266863666,54.5285804593914
"160272001",31.7580526076807,8.71463395887792,54.8014712564836
"160358401",31.7580535405863,8.44493906962897,55.0711680115436
