"","Point.Forecast","Lo.99.5","Hi.99.5"
" 31017601",29.2931528767868,26.2457039158702,32.3406018377034
" 31104001",29.3271631661295,25.4306973835931,33.2236289486659
" 31190401",29.3138067356289,24.8151682958618,33.812445175396
" 31276801",29.2732632255449,24.2887711537022,34.2577552973875
" 31363201",29.2175232205254,23.8127817750588,34.622264665992
" 31449601",29.153285532357,23.3701053684929,34.9364656962211
" 31536001",29.0842960797392,22.9519133690361,35.2166787904424
" 31622401",29.0126495184494,22.5530427075634,35.4722563293354
" 31708801",28.9395171456133,22.1701494913833,35.7088847998433
" 31795201",28.8655539313538,21.8008844350305,35.9302234276771
" 31881601",28.7911261242106,21.4434915674227,36.1387606809986
" 31968001",28.7164385243544,21.0965973786259,36.336279670083
" 32054401",28.6416056526782,20.7590917034064,36.52411960195
" 32140801",28.5666915473852,20.4300556229685,36.703327471802
" 32227201",28.4917320175874,20.1087149605476,36.8747490746272
" 32313601",28.4167470871523,19.7944085674436,37.039085606861
" 32400001",28.3417479530977,19.4865656701508,37.1969302360447
" 32486401",28.2667408766124,19.1846890798217,37.3487926734031
" 32572801",28.1917293588502,18.8883423823132,37.4951163353872
" 32659201",28.1167153575989,18.5971399434731,37.6362907717246
" 32745601",28.0416999676212,18.3107389724636,37.7726609627787
" 32832001",27.9666838010905,18.0288331296851,37.9045344724959
" 32918401",27.8916672003242,17.7511473183474,38.032187082301
" 33004801",27.8166503567404,17.4774333983088,38.155867315172
" 33091201",27.7416333773771,17.2074666283424,38.2758001264119
" 33177601",27.6666163220881,16.9410426902973,38.3921899538789
" 33264001",27.5915992243427,16.6779751826566,38.5052232660287
" 33350401",27.5165821028564,16.4180934960026,38.6150707097102
" 33436801",27.4415649680945,16.1612410016096,38.7218889345794
" 33523201",27.3665478259092,15.9072734985813,38.8258221532371
" 33609601",27.2915306795728,15.6560578758458,38.9270034832997
" 33696001",27.2165135309152,15.407470953785,39.0255561080453
" 33782401",27.1414963809596,15.1613984768921,39.121594285027
" 33868801",27.0664792302781,14.9177342340807,39.2152242264756
" 33955201",26.9914620791909,14.6763792874235,39.3065448709582
" 34041601",26.9164449278767,14.4372412934253,39.395648562328
" 34128001",26.8414277764355,14.2002339036163,39.4826216492548
" 34214401",26.7664106249234,13.965276233424,39.5675450164228
" 34300801",26.6913934733716,13.7322923900536,39.6504945566897
" 34387201",26.6163763217977,13.5012110515563,39.731541592039
" 34473601",26.5413591702113,13.2719650904634,39.8107532499591
" 34560001",26.466342018618,13.0444912363509,39.8881928008851
" 34646401",26.3913248670208,12.8187297725231,39.9639199615185
" 34732801",26.3163077154214,12.5946242626927,40.0379911681501
" 34819201",26.2412905638208,12.3721213041075,40.1104598235341
" 34905601",26.1662734122196,12.1511703040632,40.1813765203759
" 34992001",26.0912562606179,11.9317232771497,40.2507892440862
" 35078401",26.0162391090161,11.7137346609275,40.3187435571047
" 35164801",25.9412219574141,11.4971611480274,40.3852827668008
" 35251201",25.8662048058121,11.2819615329191,40.4504480787051
" 35337601",25.79118765421,11.0680965718119,40.5142787366081
" 35424001",25.7161705026079,10.8555288543393,40.5768121508765
" 35510401",25.6411533510058,10.6442226858357,40.638084016176
" 35596801",25.5661361994037,10.4341439791578,40.6981284196497
" 35683201",25.4911190478016,10.2252601551206,40.7569779404827
" 35769601",25.4161018961995,10.0175400507247,40.8146637416743
" 35856001",25.3410847445974,9.81095383444156,40.8712156547532
" 35942401",25.2660675929953,9.60547292790539,40.9266622580851
" 36028801",25.1910504413931,9.40106993342843,40.9810309493579
" 36115201",25.116033289791,9.19771856681957,41.0343480127625
" 36201601",25.0410161381889,8.9953935950392,41.0866386813386
" 36288001",24.9659989865868,8.79407077827166,41.1379271949019
" 36374401",24.8909818349847,8.59372681603861,41.1882368539307
" 36460801",24.8159646833826,8.39433929701392,41.2375900697512
" 36547201",24.7409475317804,8.1958866522342,41.2860084113267
" 36633601",24.6659303801783,7.99834811142813,41.3335126489285
" 36720001",24.5909132285762,7.80170366221424,41.3801227949382
" 36806401",24.5158960769741,7.60593401194022,41.425858142008
" 36892801",24.440878925372,7.41102055195769,41.4707372987863
" 36979201",24.3658617737699,7.21694532414504,41.5147782233947
" 37065601",24.2908446221677,7.02369098950792,41.5579982548276
" 37152001",24.2158274705656,6.83124079870191,41.6004141424293
" 37238401",24.1408103189635,6.63957856433533,41.6420420735917
" 37324801",24.0657931673614,6.44868863492275,41.6828976998
" 37411201",23.9907760157593,6.25855587037042,41.7229961611481
" 37497601",23.9157588641571,6.06916561888486,41.7623521094294
" 37584001",23.840741712555,5.88050369520507,41.800979729905
" 37670401",23.7657245609529,5.69255636006664,41.8388927618392
" 37756801",23.6907074093508,5.50531030081365,41.876104517888
" 37843201",23.6156902577487,5.31875261308105,41.9126279024163
" 37929601",23.5406731061466,5.13287078347589,41.9484754288172
" 38016001",23.4656559545444,4.94765267319189,41.983659235897
" 38102401",23.3906388029423,4.7630865024964,42.0181911033883
" 38188801",23.3156216513402,4.5791608360338,42.0520824666466
" 38275201",23.2406044997381,4.39586456889328,42.0853444305829
" 38361601",23.165587348136,4.21318691339312,42.1179877828788
" 38448001",23.0905701965339,4.03111738653678,42.1500230065309
" 38534401",23.0155530449317,3.84964579809968,42.1814602917638
" 38620801",22.9405358933296,3.6687622393082,42.212309547351
" 38707201",22.8655187417275,3.48845707207547,42.2425804113795
" 38793601",22.7905015901254,3.3087209187606,42.2722822614902
" 38880001",22.7154844385233,3.12954465242092,42.3014242246256
" 38966401",22.6404672869212,2.95091938752816,42.3300151863141
" 39052801",22.565450135319,2.7728364711221,42.358063799516
" 39139201",22.4904329837169,2.59528747437672,42.3855784930571
" 39225601",22.4154158321148,2.4182641845555,42.4125674796741
" 39312001",22.3403986805127,2.24175859733421,42.4390387636912
" 39398401",22.2653815289106,2.06576290947093,42.4650001483502
" 39484801",22.1903643773084,1.89026951180408,42.4904592428128
" 39571201",22.1153472257063,1.71527098256103,42.5154234688516
" 39657601",22.0403300741042,1.54076008096033,42.5399000672481
" 39744001",21.9653129225021,1.36672974109203,42.5638961039122
" 39830401",21.8902957709,1.19317306606166,42.5874184757383
" 39916801",21.8152786192979,1.02008332238377,42.610473916212
" 40003201",21.7402614676957,0.847453934612442,42.633069000779
" 40089601",21.6652443160936,0.675278480196543,42.6552101519907
" 40176001",21.5902271644915,0.503550684548276,42.6769036444347
" 40262401",21.5152100128894,0.332264416314413,42.6981556094644
" 40348801",21.4401928612873,0.161413682840038,42.7189720397345
" 40435201",21.3651757096852,-0.0090073741845913,42.7393587935549
" 40521601",21.290158558083,-0.179004482903164,42.7593215990693
" 40608001",21.2151414064809,-0.348583245306678,42.7788660582685
" 40694401",21.1401242548788,-0.517749141089155,42.7979976508468
" 40780801",21.0651071032767,-0.686507531353104,42.8167217379065
" 40867201",20.9900899516746,-0.85486366217193,42.8350435655211
" 40953601",20.9150728000725,-1.02282266801586,42.8529682681608
" 41040001",20.8400556484703,-1.19038957504781,42.8705008719885
" 41126401",20.7650384968682,-1.35756930429523,42.8876462980317
" 41212801",20.6900213452661,-1.52436667470335,42.9044093652356
" 41299201",20.615004193664,-1.6907864060755,42.9207947934035
" 41385601",20.5399870420619,-1.8568331219054,42.9368072060291
" 41472001",20.4649698904597,-2.02251135210619,42.9524511330257
" 41558401",20.3899527388576,-2.18782553564094,42.9677310133562
" 41644801",20.3149355872555,-2.35278002305873,42.9826511975698
" 41731201",20.2399184356534,-2.51737907894065,42.9972159502474
" 41817601",20.1649012840513,-2.68162688425937,43.0114294523619
" 41904001",20.0898841324492,-2.84552753865621,43.0252958035545
" 41990401",20.014866980847,-3.00908506263891,43.038819024333
" 42076801",19.9398498292449,-3.1723033997038,43.0520030581937
" 42163201",19.8648326776428,-3.33518641838531,43.0648517736709
" 42249601",19.7898155260407,-3.49773791423581,43.0773689663172
" 42336001",19.7147983744386,-3.65996161173878,43.0895583606159
" 42422401",19.6397812228365,-3.82186116615801,43.1014236118309
" 42508801",19.5647640712343,-3.98344016532532,43.112968307794
" 42595201",19.4897469196322,-4.14470213136938,43.1241959706338
" 42681601",19.4147297680301,-4.30565052238799,43.1351100584482
" 42768001",19.339712616428,-4.46628873406595,43.1457139669219
" 42854401",19.2646954648259,-4.62662010124088,43.1560110308926
" 42940801",19.1896783132238,-4.78664789941875,43.1660045258663
" 43027201",19.1146611616216,-4.94637534624129,43.1756976694845
" 43113601",19.0396440100195,-5.10580560290706,43.1850936229461
" 43200001",18.9646268584174,-5.26494177554801,43.1941954923828
" 43286401",18.8896097068153,-5.42378691656305,43.2030063301936
" 43372801",18.8145925552132,-5.58234402591048,43.2115291363368
" 43459201",18.739575403611,-5.74061605236073,43.2197668595828
" 43545601",18.6645582520089,-5.8986058947108,43.2277223987287
" 43632001",18.5895411004068,-6.05631640296202,43.2353986037756
" 43718401",18.5145239488047,-6.21375037946225,43.2427982770716
" 43804801",18.4395067972026,-6.37091058001399,43.2499241744192
" 43891201",18.3644896456005,-6.52779971494961,43.2567790061505
" 43977601",18.2894724939983,-6.68442045017475,43.2633654381714
" 44064001",18.2144553423962,-6.84077540818124,43.2696860929737
" 44150401",18.1394381907941,-6.99686716903049,43.2757435506187
" 44236801",18.064421039192,-7.1526982713084,43.2815403496924
" 44323201",17.9894038875899,-7.30827121305278,43.2870789882325
" 44409601",17.9143867359878,-7.46358845265446,43.29236192463
" 44496001",17.8393695843856,-7.61865240973252,43.2973915785038
" 44582401",17.7643524327835,-7.77346546598512,43.3021703315522
" 44668801",17.6893352811814,-7.92802996601629,43.3067005283791
" 44755201",17.6143181295793,-8.08234821813976,43.3109844772983
" 44841601",17.5393009779772,-8.23642249516051,43.3150244511149
" 44928001",17.4642838263751,-8.39025503513484,43.3188226878849
" 45014401",17.3892666747729,-8.54384804210959,43.3223813916555
" 45100801",17.3142495231708,-8.69720368684138,43.325702733183
" 45187201",17.2392323715687,-8.8503241074962,43.3287888506336
" 45273601",17.1642152199666,-9.00321141033051,43.3316418502637
" 45360001",17.0891980683645,-9.15586767035385,43.3342638070828
" 45446401",17.0141809167623,-9.30829493197404,43.3366567654987
" 45532801",16.9391637651602,-9.46049520962531,43.3388227399458
" 45619201",16.8641466135581,-9.61247048837994,43.3407637154962
" 45705601",16.789129461956,-9.76422272454398,43.342481648456
" 45792001",16.7141123103539,-9.91575384623743,43.3439784669452
" 45878401",16.6390951587518,-10.0670657539596,43.3452560714631
" 45964801",16.5640780071496,-10.2181603211398,43.3463163354391
" 46051201",16.4890608555475,-10.3690393946742,43.3471611057692
" 46137601",16.4140437039454,-10.5197047954489,43.3477922033397
" 46224001",16.3390265523433,-10.6701583188498,43.3482114235364
" 46310401",16.2640094007412,-10.8204017352601,43.3484205367425
" 46396801",16.1889922491391,-10.9704367905447,43.3484212888228
" 46483201",16.1139750975369,-11.120265206523,43.3482154015968
" 46569601",16.0389579459348,-11.2698886814302,43.3478045732998
" 46656001",15.9639407943327,-11.419308890367,43.3471904790325
" 46742401",15.8889236427306,-11.5685274857386,43.3463747711998
" 46828801",15.8139064911285,-11.7175460976823,43.3453590799393
" 46915201",15.7388893395264,-11.8663663344862,43.3441450135389
" 47001601",15.6638721879242,-12.0149897829962,43.3427341588447
" 47088001",15.5888550363221,-12.1634180090147,43.341128081659
" 47174401",15.51383788472,-12.311652557689,43.339328327129
" 47260801",15.4388207331179,-12.4596949538906,43.3373364201264
" 47347201",15.3638035815158,-12.607546702586,43.3351538656176
" 47433601",15.2887864299136,-12.7552092891986,43.3327821490259
" 47520001",15.2137692783115,-12.9026841799618,43.3302227365849
" 47606401",15.1387521267094,-13.0499728222647,43.3274770756835
" 47692801",15.0637349751073,-13.1970766449892,43.3245465952038
" 47779201",14.9887178235052,-13.3439970588397,43.32143270585
" 47865601",14.9137006719031,-13.4907354566651,43.3181368004712
" 47952001",14.8386835203009,-13.6372932137739,43.3146602543758
" 48038401",14.7636663686988,-13.7836716882416,43.3110044256392
" 48124801",14.6886492170967,-13.9298722212114,43.3071706554048
" 48211201",14.6136320654946,-14.0758961371888,43.303160268178
" 48297601",14.5386149138925,-14.2217447443286,43.2989745721135
" 48384001",14.4635977622904,-14.3674193347164,43.2946148592971
" 48470401",14.3885806106882,-14.5129211846434,43.2900824060199
