"","Close","Arima_pred","Arima_res"
"2017-02-07",4.74,4.73788020783235,0.00211979216765279
"2017-02-08",5.21,5.21530840978639,-0.00530840978638647
"2017-02-09",5.73,5.6861075404093,0.0438924595907011
"2017-02-10",6.3,6.24034343699531,0.0596565630046895
"2017-02-13",6.93,6.84030576947462,0.0896942305253772
"2017-02-14",7.62,7.50984557524544,0.110154424754558
"2017-02-15",8.38,8.24078558561091,0.139214414389087
"2017-02-16",9.22,9.05029377852002,0.169706221479984
"2017-02-17",10.14,9.94744242578032,0.192557574219682
"2017-02-20",11.15,10.928354168348,0.22164583165204
"2017-02-21",12.27,12.0081590462589,0.261840953741064
"2017-02-22",13.5,13.2112226197105,0.288777380289471
"2017-02-23",14.85,14.5285063023143,0.321493697685682
"2017-02-24",16.34,15.9759862589395,0.36401374106048
"2017-02-27",17.97,17.5773661988906,0.392633801109422
"2017-02-28",19.77,19.3235130415162,0.446486958483813
"2017-03-01",21.75,21.2602571544055,0.489742845594456
"2017-03-02",23.93,23.3866467484288,0.54335325157119
"2017-03-03",26.32,25.7302735585945,0.589726441405482
"2017-03-06",28.95,28.2951933326525,0.65480666734749
"2017-03-07",31.85,31.1224372660741,0.727562733925922
"2017-03-08",35.04,34.2416828855728,0.798317114427157
"2017-03-09",38.54,37.6702095250623,0.869790474937702
"2017-03-10",37.46,41.4288125520465,-1.33881255204646
"2017-03-13",36.64,38.1590436026884,-0.759043602688372
"2017-03-14",38.08,37.4634918177047,2.63650818229529
"2017-03-15",38.9,39.5533180812694,-0.0433180812694118
"2017-03-16",40.51,39.9069420876454,2.08305791235455
"2017-03-17",38.1,41.9662879981334,-1.17628799813337
"2017-03-20",38.55,37.4777585002616,1.10224149973845
"2017-03-21",39.32,39.3319117253212,0.168088274678752
"2017-03-22",39.01,39.8559944597446,-0.375994459744582
"2017-03-23",39.25,39.123377785032,1.75662221496801
"2017-03-24",38.62,39.6163340726934,-0.416334072693388
"2017-03-27",37.84,38.4571426535003,0.522857346499713
"2017-03-28",37.4,37.5898484262184,0.990151573781567
"2017-03-29",34.51,37.1925058702391,0.307494129760926
"2017-03-30",31.91,32.9964894492266,1.39351055077339
"2017-03-31",30.96,30.4505590676512,2.03944093234883
"2017-04-05",31.85,29.9997727996256,1.93022720037444
"2017-04-06",32.36,31.7058887556213,1.25411124437868
"2017-04-07",31.35,32.1306964265431,0.419303573456929
"2017-04-10",29.57,30.5818731056654,0.758126894334609
"2017-04-11",30.16,28.4678956304641,1.70210436953589
"2017-04-12",30.93,30.134938676352,1.85506132364802
"2017-04-13",31.11,30.9259842775011,0.944015722498854
"2017-04-14",31.82,31.020582888178,1.45941711182198
"2017-04-17",29.65,32.09127433482,-1.60127433482002
"2017-04-18",29.34,28.5151630334948,1.44483696650525
"2017-04-19",29.71,29.1660788815797,0.593921118420273
"2017-04-20",28.38,29.6249394777326,0.255060522267357
"2017-04-21",27.1,27.5473974350478,0.872602564952221
"2017-04-24",25,26.3210632506226,0.84893674937743
"2017-04-25",25.4,23.6570752937307,2.24292470626931
"2017-04-26",25.8,25.228851432667,0.901148567332957
"2017-04-27",26.72,25.5259641564505,1.45403584354945
"2017-04-28",26.6,26.9184042743435,0.261595725656488
"2017-05-02",26.65,26.3711597851275,0.518840214872462
"2017-05-03",26.44,26.6325804308854,0.457419569114602
"2017-05-04",26.3,26.263375660472,0.426624339528001
"2017-05-05",27.34,26.1848793410426,2.20512065895742
"2017-05-08",26.93,27.797364131312,-0.417364131312009
