"","Close","Arima_pred","Arima_res"
"2016-10-28",25.61,25.69,0.199999999999999
"2016-10-31",25.42,25.61,0
"2016-11-01",25.5,25.42,0.169999999999998
"2016-11-02",25.53,25.5,0.289999999999999
"2016-11-03",25.55,25.53,0.23
"2016-11-04",26.14,25.55,0.75
"2016-11-07",27.48,26.14,1.66
"2016-11-08",27.25,27.48,0.309999999999999
"2016-11-09",27.56,27.25,0.890000000000001
"2016-11-10",27.53,27.56,1.03
"2016-11-11",27.46,27.53,0.140000000000001
"2016-11-14",27.35,27.46,0.539999999999999
"2016-11-15",27.3,27.35,0.209999999999997
"2016-11-16",27.65,27.3,0.669999999999998
"2016-11-17",28.82,27.65,1.29
"2016-11-18",28.27,28.82,0.559999999999999
"2016-11-21",28.05,28.27,0.120000000000001
"2016-11-22",28.27,28.05,0.73
"2016-11-23",27.75,28.27,0.18
"2016-11-24",27.29,27.75,0.149999999999999
"2016-11-25",27.46,27.29,0.260000000000002
"2016-11-28",27.39,27.46,0.289999999999999
"2016-11-29",27.11,27.39,0.48
"2016-11-30",26.92,27.11,0.27
"2016-12-01",26.58,26.92,0.169999999999998
"2016-12-02",26.21,26.58,0.200000000000003
"2016-12-05",26.45,26.21,0.329999999999998
"2016-12-06",26.77,26.45,0.580000000000002
"2016-12-07",27.13,26.77,0.580000000000002
"2016-12-08",26.92,27.13,0.220000000000002
"2016-12-09",26.6,26.92,0.189999999999998
"2016-12-12",25.16,26.6,0.169999999999998
"2016-12-13",25.39,25.16,0.489999999999998
"2016-12-14",25.16,25.39,-0.0100000000000016
"2016-12-15",25.3,25.16,0.34
"2016-12-16",25.32,25.3,0.149999999999999
"2016-12-19",25.65,25.32,0.489999999999998
"2016-12-20",26,25.65,0.84
"2016-12-21",26.37,26,0.75
"2016-12-22",26.16,26.37,0.0799999999999983
"2016-12-23",25.9,26.16,0.18
"2016-12-26",27.06,25.9,1.2
"2016-12-27",27.15,27.06,0.580000000000002
"2016-12-28",27.1,27.15,0.270000000000003
"2016-12-29",27.4,27.1,0.449999999999999
"2016-12-30",27.61,27.4,0.460000000000001
"2017-01-03",27.31,27.61,0.34
"2017-01-04",27.3,27.31,0.260000000000002
"2017-01-05",26.96,27.3,0.189999999999998
"2017-01-06",26.52,26.96,0
"2017-01-09",25.12,26.52,0.280000000000001
"2017-01-10",25.16,25.12,0.469999999999999
"2017-01-11",24.59,25.16,0.219999999999999
"2017-01-12",24.52,24.59,0.239999999999998
"2017-01-13",24.25,24.52,0.16
"2017-01-16",23.16,24.25,0.199999999999999
"2017-01-17",23.98,23.16,0.969999999999999
"2017-01-18",23.53,23.98,0.18
"2017-01-19",23.76,23.53,0.399999999999999
"2017-01-20",24.5,23.76,1.12
"2017-01-23",25.72,24.5,1.48
"2017-01-24",25.25,25.72,0.280000000000001
"2017-01-25",25.51,25.25,0.350000000000001
"2017-01-26",25.68,25.51,0.239999999999998
"2017-02-03",25.32,25.68,0.219999999999999
"2017-02-06",26.36,25.32,1.11
"2017-02-07",26.21,26.36,0.140000000000001
"2017-02-08",26.53,26.21,0.43
"2017-02-09",26.42,26.53,0.140000000000001
"2017-02-10",26.24,26.42,0.149999999999999
"2017-02-13",25.82,26.24,0.150000000000002
"2017-02-14",26.78,25.82,0.960000000000001
"2017-02-15",29.09,26.78,2.68
"2017-02-16",29.52,29.09,0.789999999999999
"2017-02-17",28.14,29.52,0.219999999999999
"2017-02-20",28.26,28.14,0.509999999999998
"2017-02-21",28.71,28.26,1.21
"2017-02-22",28.52,28.71,-0.0300000000000011
"2017-02-23",28.82,28.52,0.780000000000001
"2017-02-24",29.05,28.82,0.379999999999999
"2017-02-27",28.62,29.05,0.329999999999998
"2017-02-28",27.98,28.62,-0.0400000000000027
"2017-03-01",28.3,27.98,1.02
"2017-03-02",28.51,28.3,0.48
"2017-03-03",29.44,28.51,0.979999999999997
"2017-03-06",31.41,29.44,2.09
"2017-03-07",31.49,31.41,0.539999999999999
"2017-03-08",31.2,31.49,-0.109999999999999
"2017-03-09",31.05,31.2,0.140000000000001
"2017-03-10",30.45,31.05,0.140000000000001
"2017-03-13",31.47,30.45,1.02
"2017-03-14",31.09,31.47,0.130000000000003
"2017-03-15",30.65,31.09,0.0700000000000003
"2017-03-16",30.52,30.65,1.13
"2017-03-17",29.61,30.52,0.27
"2017-03-20",29.62,29.61,0.190000000000001
"2017-03-21",30.06,29.62,0.439999999999998
"2017-03-22",31.3,30.06,1.78
"2017-03-23",31.37,31.3,0.25
"2017-03-24",32.47,31.37,1.2
"2017-03-27",32.1,32.47,-0.0700000000000003
"2017-03-28",31.53,32.1,0.119999999999997
"2017-03-29",31,31.53,0.609999999999999
"2017-03-30",30.32,31,0.460000000000001
"2017-03-31",30.72,30.32,0.579999999999998
"2017-04-05",31.4,30.72,0.810000000000002
"2017-04-06",31.1,31.4,0.32
"2017-04-07",32.08,31.1,1.39
"2017-04-10",32.56,32.08,0.520000000000003
"2017-04-11",33.49,32.56,0.939999999999998
"2017-04-12",33.2,33.49,0.0700000000000003
"2017-04-13",32,33.2,0.699999999999996
"2017-04-14",30.99,32,0.340000000000003
"2017-04-17",31.1,30.99,0.740000000000002
"2017-04-18",33.05,31.1,2.34
"2017-04-19",33.14,33.05,0.440000000000005
"2017-04-20",34.19,33.14,1.35
"2017-04-21",32.79,34.19,-0.00999999999999801
"2017-04-24",34.75,32.79,2.06
"2017-04-25",35.03,34.75,0.560000000000002
"2017-04-26",37.06,35.03,2.55
"2017-04-27",36.86,37.06,1.02
"2017-04-28",36.75,36.86,1.13
"2017-05-02",36.78,36.75,0.950000000000003
"2017-05-03",36.08,36.78,-0.18
"2017-05-04",38.68,36.08,2.92
"2017-05-05",37.93,38.68,0.57
"2017-05-08",34.9,37.93,-0.229999999999997
