Date,High,Low,Close,Open,Volume,Close.adj
2018/12/27,89.03,86.83,87.40,88.14,1581646,87.40
2018/12/28,90.54,87.20,89.45,87.63,1274023,89.45
2019/1/02,90.06,85.56,85.85,89.85,888717,85.85
2019/1/03,87.65,83.07,83.76,85.11,1317611,83.76
2019/1/04,87.67,83.56,86.93,83.76,1162963,86.93
2019/1/07,89.45,85.66,88.09,87.80,1394865,88.09
2019/1/08,90.85,87.35,88.15,87.75,1099468,88.15
2019/1/09,94.70,86.86,91.67,88.14,1955432,91.67
2019/1/10,91.05,88.43,89.92,90.95,1359583,89.92
2019/1/11,90.45,88.41,90.37,88.86,1001243,90.37
2019/1/14,91.57,89.18,90.10,90.35,654873,90.10
2019/1/15,90.31,88.39,90.12,89.18,667228,90.12
2019/1/16,94.80,89.71,92.98,90.21,2051272,92.98
2019/1/17,93.09,91.21,91.71,92.44,784703,91.71
2019/1/18,96.14,90.15,94.29,91.02,1164775,94.29
2019/1/21,96.19,92.88,94.13,94.34,1039462,94.13
2019/1/22,93.84,91.92,92.42,93.34,686700,92.42
2019/1/23,93.72,91.54,92.41,92.14,594915,92.41
2019/1/24,87.85,83.17,83.17,87.85,3220175,83.17
2019/1/25,84.30,80.11,83.15,80.15,3104316,83.15
2019/1/28,83.05,79.61,79.74,83.05,1821148,79.74
2019/1/29,80.76,77.35,79.67,77.36,1003618,79.67
2019/1/30,81.47,78.75,79.03,78.90,805470,79.03
2019/1/31,80.01,78.85,78.97,79.38,591289,78.97
2019/2/01,83.51,78.97,82.35,79.17,1025936,82.35
2019/2/11,86.73,81.97,85.71,82.85,1359237,85.71
2019/2/12,86.25,84.59,85.33,86.25,804155,85.33
2019/2/13,87.95,85.43,87.46,86.23,1223579,87.46
2019/2/14,87.94,85.96,86.93,87.94,1000934,86.93
2019/2/15,86.80,83.66,84.53,86.80,1581361,84.53
2019/2/18,89.03,84.57,89.03,85.12,2224762,89.03
2019/2/19,92.01,88.27,89.02,89.90,2516880,89.02
2019/2/20,90.00,88.35,89.03,88.93,855163,89.03
2019/2/21,90.65,88.03,88.30,88.65,1094581,88.30
2019/2/22,89.25,85.71,88.83,88.55,1337634,88.83
2019/2/25,97.71,89.85,97.71,89.95,3528803,97.71
2019/2/26,98.83,95.49,95.70,98.83,2868377,95.70
2019/2/27,96.67,93.54,94.44,95.84,1769960,94.44
2019/2/28,101.32,93.99,98.43,94.72,2387401,98.43
2019/3/01,100.33,96.73,99.77,98.83,1489879,99.77
2019/3/04,105.82,99.83,101.13,99.83,1870848,101.13
2019/3/05,101.13,98.53,99.83,100.33,2285692,99.83
2019/3/06,106.19,100.51,104.82,101.23,2886584,104.82
2019/3/07,108.40,102.33,105.44,102.33,1989075,105.44
2019/3/08,109.61,99.83,105.42,100.63,2570040,105.42
2019/3/11,109.69,103.62,109.50,106.81,1990600,109.50
2019/3/12,111.36,105.32,106.70,110.59,2121071,106.70
2019/3/13,107.82,99.65,100.33,107.82,2674519,100.33
2019/3/14,101.63,98.03,100.83,100.79,2030554,100.83
2019/3/15,103.48,100.03,103.25,100.94,1210135,103.25
2019/3/18,103.32,99.83,101.43,103.25,1162395,101.43
2019/3/19,103.71,99.98,101.28,102.20,914561,101.28
2019/3/20,101.33,99.31,100.14,101.18,1010552,100.14
2019/3/21,101.33,99.83,100.34,99.98,990203,100.34
2019/3/22,100.95,97.61,100.76,99.86,1187074,100.76
2019/3/25,100.73,97.84,99.84,98.83,1305446,99.84
2019/3/26,101.72,99.24,99.33,101.72,1240579,99.33
2019/3/27,100.36,98.83,100.14,100.03,756784,100.14
2019/3/28,100.73,99.33,99.84,100.73,447314,99.84
2019/3/29,104.84,98.83,104.70,99.84,1194533,104.70
2019/4/01,106.53,102.38,106.08,104.32,1177763,106.08
2019/4/02,106.09,103.20,103.32,104.91,1130992,103.32
2019/4/03,103.11,99.33,99.80,102.83,1818996,99.80
2019/4/04,102.43,99.81,100.86,99.83,2065290,100.86
2019/4/08,100.31,98.97,99.42,99.83,1746536,99.42
2019/4/09,101.21,98.83,99.31,98.83,615805,99.31
2019/4/10,99.33,97.63,97.85,99.32,1384611,97.85
2019/4/11,97.83,94.34,94.75,96.84,1422027,94.75
2019/4/12,98.98,94.84,98.61,95.72,875426,98.61
2019/4/15,101.03,95.52,95.84,99.83,1139697,95.84
2019/4/16,99.33,95.88,97.92,96.84,1024086,97.92
2019/4/17,99.20,96.90,97.95,97.76,552091,97.95
2019/4/18,99.08,97.06,98.04,97.71,645558,98.04
2019/4/19,99.48,97.41,99.43,98.03,430512,99.43
2019/4/22,101.38,97.96,101.38,98.84,650410,101.38
2019/4/23,101.63,98.39,99.67,100.61,577864,99.67
2019/4/24,100.31,98.54,99.43,99.67,388111,99.43
2019/4/25,100.30,96.91,96.94,99.30,549981,96.94
2019/4/26,99.82,96.90,99.35,98.81,448232,99.35
2019/4/29,104.26,92.74,101.33,92.83,1136939,101.33
2019/4/30,102.77,98.63,98.83,101.32,605277,98.83
2019/5/06,98.60,92.84,94.45,95.45,617395,94.45
2019/5/07,95.84,91.44,92.84,95.82,532965,92.84
2019/5/08,92.44,87.85,91.01,92.24,592659,91.01
2019/5/09,90.94,83.93,86.17,90.94,1055348,86.17
2019/5/10,92.59,85.20,91.04,87.85,1829893,91.04
2019/5/13,89.03,87.06,88.07,88.81,621537,88.07
2019/5/14,93.15,86.66,92.34,87.56,757702,92.34
2019/5/15,94.09,90.37,93.83,94.04,458013,93.83
2019/5/16,96.14,92.59,95.84,93.92,297563,95.84
2019/5/17,97.43,90.51,91.34,95.84,512080,91.34
2019/5/20,97.04,91.44,95.16,91.44,829668,95.16
2019/5/21,95.05,89.31,92.44,93.76,787328,92.44
2019/5/22,94.33,89.97,91.11,94.33,874054,91.11
2019/5/23,91.64,88.13,88.13,91.64,622660,88.13
2019/5/24,89.64,87.55,87.95,88.73,529580,87.95
2019/5/27,90.35,87.85,89.68,89.35,856595,89.68
2019/5/28,90.75,88.70,88.85,89.71,374484,88.85
2019/5/29,92.40,88.50,89.05,89.30,934211,89.05
2019/5/30,89.80,87.15,88.21,89.49,373422,88.21
2019/5/31,89.50,88.15,88.30,88.21,373411,88.30
2019/6/03,89.49,83.81,86.88,88.78,1067586,86.88
2019/6/04,87.38,84.60,85.40,85.26,687615,85.40
2019/6/05,87.40,85.50,86.90,85.50,383415,86.90
2019/6/06,88.80,85.59,86.56,86.90,363675,86.56
2019/6/10,88.00,85.31,85.45,88.00,454700,85.45
2019/6/11,87.80,84.10,87.02,85.47,755215,87.02
2019/6/12,87.38,84.20,86.16,86.88,990200,86.16
2019/6/13,88.05,84.28,87.66,85.00,2300870,87.66
2019/6/14,90.20,87.70,88.90,87.70,2322700,88.90
2019/6/17,91.88,87.80,91.06,87.80,2112000,91.06
2019/6/18,92.00,89.30,90.31,91.04,1180700,90.31
2019/6/19,92.40,88.54,88.90,92.15,1195011,88.90
2019/6/20,89.58,87.39,88.78,88.90,1004900,88.78
2019/6/21,96.69,89.30,90.01,96.69,1748349,90.01
2019/6/24,91.35,87.95,88.30,91.00,1403450,88.30
2019/6/25,88.76,86.01,86.60,88.32,1494111,86.60
2019/6/26,88.55,86.10,88.16,86.10,910666,88.16
2019/6/27,88.85,86.51,88.00,88.85,982383,88.00
2019/6/28,87.95,86.30,87.54,87.95,323585,87.54
2019/7/01,92.26,88.66,91.75,89.34,1066901,91.75
2019/7/02,95.38,90.36,95.00,91.75,1117972,95.00
2019/7/03,96.00,92.85,95.24,96.00,720676,95.24
2019/7/04,97.38,94.11,96.74,95.23,1173182,96.74
2019/7/05,96.77,94.50,96.00,96.50,517400,96.00
2019/7/08,99.61,95.12,98.30,97.32,868940,98.30
2019/7/09,100.98,95.30,96.38,98.00,575905,96.38
2019/7/10,98.22,94.67,95.76,96.22,334461,95.76
2019/7/11,99.58,95.41,97.38,96.11,532500,97.38
2019/7/12,98.95,95.00,95.29,96.00,291741,95.29
2019/7/15,102.49,94.11,100.69,95.41,913451,100.69
2019/7/16,100.60,96.00,96.72,100.60,458829,96.72
2019/7/17,97.50,95.00,95.75,96.72,245500,95.75
2019/7/18,96.40,94.50,95.05,96.40,292253,95.05
2019/7/19,96.70,93.30,94.60,95.99,574349,94.60
2019/7/22,96.30,94.08,95.03,94.11,295555,95.03
2019/7/23,97.47,95.08,96.72,95.60,247043,96.72
2019/7/24,99.20,95.70,97.68,98.48,447217,97.68
2019/7/25,99.49,96.70,97.98,99.10,243788,97.98
2019/7/26,98.77,96.15,98.27,97.00,268966,98.27
2019/7/29,99.66,97.52,98.79,98.68,216300,98.79
2019/7/30,100.68,97.13,98.68,99.78,493410,98.68
2019/7/31,99.88,97.63,98.22,99.88,259326,98.22
2019/8/01,98.51,96.83,97.71,98.40,322163,97.71
2019/8/02,97.65,94.44,95.80,97.65,440212,95.80
2019/8/05,99.17,95.42,96.29,95.80,410820,96.29
2019/8/06,98.21,94.00,95.46,98.21,367544,95.46
2019/8/07,97.20,94.64,94.82,97.20,298847,94.82
2019/8/08,95.68,93.60,94.70,94.51,441484,94.70
2019/8/09,95.72,94.01,95.19,94.11,479635,95.19
2019/8/12,96.65,94.70,96.19,94.70,260487,96.19
2019/8/13,98.60,95.20,98.30,96.26,324153,98.30
2019/8/14,101.00,98.00,98.46,98.30,453024,98.46
2019/8/15,107.80,97.60,105.12,98.45,1226085,105.12
2019/8/16,107.48,103.96,104.98,104.15,691102,104.98
2019/8/19,111.00,104.53,109.44,107.50,1377393,109.44
2019/8/20,109.00,105.67,107.19,109.00,698282,107.19
2019/8/21,108.83,105.01,108.00,107.18,475800,108.00
2019/8/22,109.27,105.18,106.88,109.27,482479,106.88
2019/8/23,115.00,106.60,114.11,109.00,1117517,114.11
2019/8/26,124.68,110.55,118.53,114.31,1564758,118.53
2019/8/27,121.48,117.15,119.50,118.45,660664,119.50
2019/8/28,120.17,116.00,118.00,120.00,626800,118.00
2019/8/29,119.46,115.60,116.40,116.00,897269,116.40
2019/8/30,118.34,111.00,111.02,116.43,1926552,111.02
2019/9/02,115.80,110.03,111.23,112.10,2330793,111.23
2019/9/03,113.53,109.03,110.50,112.20,1781157,110.50
2019/9/04,110.99,108.18,109.79,110.99,1307201,109.79
2019/9/05,114.88,110.50,111.19,110.50,1926548,111.19
2019/9/06,114.87,109.00,110.70,111.00,1551865,110.70
2019/9/09,118.40,109.78,116.87,111.50,1784882,116.87
2019/9/10,118.50,114.06,117.25,116.01,1697340,117.25
2019/9/11,119.27,115.30,117.20,117.40,1113511,117.20
2019/9/12,117.75,112.18,114.65,116.20,1152145,114.65
2019/9/16,115.73,113.23,113.67,114.99,1141332,113.67
2019/9/17,114.79,110.11,111.75,113.54,1078840,111.75
2019/9/18,115.30,111.50,112.80,113.83,829765,112.80
2019/9/19,116.45,111.51,115.98,113.00,1275814,115.98
2019/9/20,117.00,113.70,113.78,115.89,891978,113.78
2019/9/23,117.18,113.00,116.50,113.00,1227008,116.50
2019/9/24,117.78,115.56,116.10,116.42,889275,116.10
2019/9/25,119.00,112.00,113.60,114.69,858991,113.60
2019/9/26,114.66,107.19,109.30,113.13,1143536,109.30
2019/9/27,111.69,108.15,108.15,109.59,663361,108.15
2019/9/30,111.79,106.71,109.65,108.72,529248,109.65
2019/10/08,111.00,106.66,106.76,109.65,674107,106.76
2019/10/09,110.00,105.01,107.00,107.33,645429,107.00
2019/10/10,111.43,106.19,111.00,107.65,724210,111.00
2019/10/11,111.94,107.10,107.66,111.00,854918,107.66
2019/10/14,112.95,108.51,108.73,109.50,1206960,108.73
2019/10/15,119.58,112.02,116.99,112.02,2931438,116.99
2019/10/16,124.43,115.01,121.65,115.01,2397691,121.65
2019/10/17,124.11,120.38,122.29,121.03,1101722,122.29
2019/10/18,125.00,120.61,122.57,124.50,1186997,122.57
2019/10/21,128.50,122.18,124.08,123.00,1705159,124.08
2019/10/22,130.00,123.01,127.46,123.01,1176340,127.46
2019/10/23,132.47,125.52,126.95,129.30,1623276,126.95
2019/10/24,127.47,123.82,125.90,126.45,1351035,125.90
2019/10/25,128.00,124.00,125.99,127.13,1524631,125.99
2019/10/28,130.94,124.55,125.95,128.26,2499546,125.95
2019/10/29,127.30,123.20,124.33,125.90,1440768,124.33
2019/10/30,125.50,121.86,123.94,125.00,1085194,123.94
2019/10/31,127.34,122.10,124.00,124.90,1371652,124.00
2019/11/01,124.86,122.51,123.99,124.00,814326,123.99
2019/11/04,130.30,123.59,129.57,123.89,2333295,129.57
2019/11/05,129.07,124.68,125.13,129.00,1749123,125.13
2019/11/06,127.00,122.27,123.00,125.13,1059929,123.00
2019/11/07,124.36,122.40,123.14,122.41,525347,123.14
2019/11/08,127.26,124.60,125.88,125.05,1054448,125.88
2019/11/11,125.53,122.28,123.80,124.25,749151,123.80
2019/11/12,124.81,122.06,123.52,123.76,548901,123.52
2019/11/13,124.20,117.84,122.98,123.77,1371274,122.98
2019/11/14,127.66,123.43,126.80,123.43,1419868,126.80
2019/11/15,126.14,123.80,124.70,124.67,1121599,124.70
2019/11/18,124.00,119.10,122.72,124.00,1743999,122.72
2019/11/19,123.81,120.20,121.08,122.73,1186382,121.08
2019/11/20,124.80,120.68,122.28,121.26,1274068,122.28
2019/11/21,124.71,121.31,123.08,121.31,1036372,123.08
2019/11/22,127.22,119.76,120.50,123.85,1949368,120.50
2019/11/25,120.56,113.50,119.17,120.56,1914270,119.17
2019/11/26,119.54,112.99,119.54,118.50,3315734,119.54
2019/11/27,116.99,112.90,114.20,116.99,1708536,114.20
2019/11/28,116.30,113.55,114.03,114.95,866193,114.03
2019/11/29,114.50,111.94,113.60,113.88,1000946,113.60
2019/12/02,113.98,111.05,112.08,113.00,994360,112.08
2019/12/03,112.79,109.64,112.35,112.17,846368,112.35
2019/12/04,113.44,111.38,112.11,112.17,719303,112.11
2019/12/05,114.90,112.29,113.10,113.41,1129475,113.10
2019/12/06,114.38,112.00,114.38,113.79,858691,114.38
2019/12/09,115.69,113.63,115.00,114.57,832690,115.00
2019/12/10,115.15,113.01,114.74,115.00,950744,114.74
2019/12/11,116.97,114.28,115.00,114.74,1062280,115.00
2019/12/12,116.49,113.62,114.92,116.17,1062772,114.92
2019/12/13,117.36,114.61,115.50,116.39,1818652,115.50
2019/12/16,120.30,116.01,119.51,116.01,2398829,119.51
2019/12/17,120.18,115.62,118.06,116.20,2112216,118.06
2019/12/18,119.51,116.19,117.70,118.06,1252412,117.70
2019/12/19,118.66,114.95,117.91,118.65,1187198,117.91
2019/12/20,125.50,118.00,122.50,118.73,2949147,122.50
2019/12/23,121.99,115.88,115.89,121.99,2241529,115.89
2019/12/24,117.80,113.00,116.85,116.00,1703117,116.85
2019/12/25,120.20,115.70,116.89,117.26,1572071,116.89
2019/12/26,117.48,114.80,115.30,115.98,1945014,115.30
2019/12/27,117.38,113.51,113.70,115.53,1515787,113.70
2019/12/30,114.44,111.00,113.56,114.30,1573674,113.56
2019/12/31,115.32,112.90,114.39,113.95,1228607,114.39
2020/1/02,118.77,112.90,117.00,115.29,1729135,117.00
2020/1/03,118.00,114.01,115.65,117.00,1650054,115.65
2020/1/06,117.48,114.68,115.26,116.00,2092557,115.26
2020/1/07,118.66,114.19,117.60,115.90,2090352,117.60
2020/1/08,119.00,114.06,117.50,116.90,2199455,117.50
2020/1/09,122.42,117.60,121.38,117.74,2467295,121.38
2020/1/10,129.70,124.23,126.48,125.03,3434970,126.48
2020/1/13,128.21,125.39,127.70,126.98,2053915,127.70
2020/1/14,131.00,124.75,124.99,129.00,1977733,124.99
2020/1/15,126.60,123.18,125.35,125.50,1563086,125.35
2020/1/16,128.81,125.10,127.49,126.50,2170810,127.49
2020/1/17,134.63,127.70,132.01,128.89,3169084,132.01
2020/1/20,145.21,129.01,145.21,130.21,6254207,145.21
2020/1/21,151.19,142.00,148.96,145.00,5330172,148.96
2020/1/22,157.98,145.00,154.00,145.00,3289860,154.00
2020/1/23,162.78,150.11,154.00,152.00,3053068,154.00
2020/2/03,154.00,140.10,145.35,141.00,3764651,145.35
2020/2/04,159.40,146.80,156.51,148.99,4594009,156.51
2020/2/05,169.98,154.11,163.00,156.00,3780254,163.00
2020/2/06,179.30,161.02,179.30,162.00,3546119,179.30
2020/2/07,187.00,172.25,184.00,180.08,4490966,184.00
2020/2/10,192.00,172.01,180.00,186.10,3375362,180.00
2020/2/11,188.00,174.60,178.00,178.00,3993028,178.00
2020/2/12,194.60,177.33,194.60,181.20,4703867,194.60
2020/2/13,200.00,186.59,190.98,191.08,4061370,190.98
2020/2/14,193.40,180.00,184.20,187.31,2844811,184.20
2020/2/17,198.78,189.12,193.98,190.00,2922559,193.98
2020/2/18,198.10,192.08,197.16,194.17,1908045,197.16
2020/2/19,197.53,189.44,190.68,197.53,2449609,190.68
2020/2/20,194.68,188.31,191.60,190.07,2792151,191.60
2020/2/21,210.76,190.56,205.07,192.62,3522726,205.07
2020/2/24,216.80,200.01,212.83,206.51,2964356,212.83
2020/2/25,223.10,201.79,209.51,208.11,3781549,209.51
2020/2/26,207.87,188.56,188.56,206.05,4047519,188.56
2020/2/27,207.00,188.11,195.42,188.11,4513384,195.42
2020/2/28,208.83,190.00,199.20,190.00,5292884,199.20
2020/3/02,209.00,194.90,202.00,204.01,5395932,202.00
2020/3/03,221.50,204.20,211.00,205.00,4771103,211.00
2020/3/04,217.98,204.68,208.00,208.00,3600985,208.00
2020/3/05,213.00,187.20,190.80,211.02,7196915,190.80
2020/3/06,193.50,185.38,189.37,185.65,3270404,189.37
2020/3/09,189.20,180.10,180.10,186.50,3292097,180.10
2020/3/10,189.30,176.12,188.99,184.00,3688809,188.99
2020/3/11,190.67,179.99,179.99,188.00,2780108,179.99
2020/3/12,179.97,172.04,176.35,176.98,2824255,176.35
2020/3/13,181.60,170.03,178.00,171.63,3972331,178.00
2020/3/16,181.91,165.00,165.39,181.00,3881190,165.39
2020/3/17,174.97,162.00,171.97,170.00,4493394,171.97
2020/3/18,178.66,169.62,173.00,175.67,4042826,173.00
2020/3/19,176.00,164.91,175.31,173.00,3670304,175.31
2020/3/20,182.00,171.50,174.85,181.00,2126419,174.85
2020/3/23,170.50,158.88,160.99,168.79,2858400,160.99
2020/3/24,167.93,159.00,166.80,167.27,3540263,166.80
2020/3/25,174.32,166.00,170.10,171.00,2618424,170.10
